arm,m,k,lam,q,p,eps,seed,child_recovered,absorbed,comp_present,cos_child_signed,fire_child_csolo,fire_child_psolo,comp_fire_joint,cos_comp_best,phi_child,rec,eps_star_topk
A,2,1,0.0,0.2,0.2,0.6,20,0,1,1,0.9229,1.0,1.0,1.0,0.9248,67.36,0.3222,0.4
A,2,1,0.0,0.2,0.2,0.6,21,0,0,0,0.5201,0.0,0.0,0.0,0.5584,62.6,1.2065,0.4
A,2,1,0.0,0.2,0.2,0.6,22,1,0,1,1.0,1.0,0.0,1.0,0.9736,90.0,0.0747,0.4
A,2,1,0.0,0.2,0.2,0.6,23,0,1,1,0.925,1.0,1.0,1.0,0.9227,67.68,0.3116,0.4
A,2,2,0.0,0.1,0.1,0.0,0,0,0,0,0.5166,0.0,0.0,0.0,0.2526,107.14,0.2935,0.2
A,2,2,0.0,0.1,0.1,0.0,1,0,0,0,0.4211,0.0,0.0,0.0,0.1611,nan,0.3203,0.2
A,2,2,0.0,0.1,0.1,0.0,2,0,0,0,0.3575,0.0,0.0,0.0,0.5045,45.12,0.3169,0.2
A,2,2,0.0,0.1,0.1,0.0,3,0,0,0,0.4798,0.0,0.0,0.0,0.6159,64.5,0.2915,0.2
A,2,2,0.0,0.1,0.1,0.0,4,0,0,0,0.1871,0.0,0.0,0.0,0.354,nan,0.2949,0.2
A,2,2,0.0,0.1,0.1,0.0,5,0,0,0,0.3879,0.0,0.0,0.0,0.7575,nan,0.3179,0.2
A,2,2,0.0,0.1,0.1,0.0,6,0,0,0,0.0191,0.0,0.0,0.0,-0.0283,nan,0.2842,0.2
A,2,2,0.0,0.1,0.1,0.0,7,0,1,1,0.7071,0.0,1.0,1.0,1.0,45.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.0,8,0,0,0,0.0612,0.0,0.0,0.0,-0.1145,nan,0.2827,0.2
A,2,2,0.0,0.1,0.1,0.0,9,0,0,0,0.9708,0.0,1.0,1.0,0.856,76.13,0.0,0.2
A,2,2,0.0,0.1,0.1,0.0,10,0,0,0,-0.1778,0.0,0.0,0.0,0.1486,nan,0.2988,0.2
A,2,2,0.0,0.1,0.1,0.0,11,0,1,1,0.5231,0.0,1.0,1.0,0.9725,31.54,0.0364,0.2
A,2,2,0.0,0.1,0.1,0.0,12,0,0,0,0.3617,0.0,0.0,0.0,0.601,36.53,0.2725,0.2
A,2,2,0.0,0.1,0.1,0.0,13,0,1,1,0.7694,0.0,1.0,1.0,0.9957,50.3,0.0,0.2
A,2,2,0.0,0.1,0.1,0.0,14,0,0,0,0.3592,0.0,0.0,0.0,0.6201,34.75,0.3135,0.2
A,2,2,0.0,0.1,0.1,0.0,15,0,1,1,0.5318,0.0,1.0,1.0,0.9749,98.04,0.0379,0.2
A,2,2,0.0,0.1,0.1,0.0,16,0,0,0,0.5981,0.0,0.0,0.0,0.0373,nan,0.3267,0.2
A,2,2,0.0,0.1,0.1,0.0,17,0,0,0,0.5273,0.0,0.0,0.0,0.1547,nan,0.292,0.2
A,2,2,0.0,0.1,0.1,0.0,18,0,1,1,0.5211,0.0,1.0,1.0,0.972,31.41,0.0373,0.2
A,2,2,0.0,0.1,0.1,0.0,19,0,0,0,0.2973,0.0,0.0,0.0,0.3745,nan,0.2983,0.2
A,2,2,0.0,0.1,0.1,0.0,20,0,1,1,0.5214,0.0,1.0,1.0,0.9721,31.42,0.0401,0.2
A,2,2,0.0,0.1,0.1,0.0,21,0,1,1,0.5269,0.0,1.0,1.0,0.9736,31.8,0.0403,0.2
A,2,2,0.0,0.1,0.1,0.0,22,0,1,1,0.5258,0.0,1.0,1.0,0.9733,31.72,0.0392,0.2
A,2,2,0.0,0.1,0.1,0.0,23,0,0,0,0.2077,0.0,0.0,0.0,0.4318,nan,0.3052,0.2
A,2,2,0.0,0.1,0.1,0.05,0,1,0,0,0.9645,1.0,0.0,1.0,0.6795,105.32,0.0,0.2
A,2,2,0.0,0.1,0.1,0.05,1,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.05,2,0,0,0,-0.3841,0.0,0.0,0.0,-0.3882,nan,0.3364,0.2
A,2,2,0.0,0.1,0.1,0.05,3,0,1,1,0.6159,1.0,1.0,1.0,0.9926,38.02,0.0737,0.2
A,2,2,0.0,0.1,0.1,0.05,4,0,1,1,0.614,1.0,1.0,1.0,0.9923,104.79,0.0728,0.2
A,2,2,0.0,0.1,0.1,0.05,5,0,0,0,0.9939,1.0,1.0,1.0,0.6248,96.33,0.0,0.2
A,2,2,0.0,0.1,0.1,0.05,6,0,0,0,-0.0714,0.0,0.0,0.0,-0.2246,nan,0.3594,0.2
A,2,2,0.0,0.1,0.1,0.05,7,0,1,1,0.6149,1.0,1.0,1.0,0.9924,37.95,0.068,0.2
A,2,2,0.0,0.1,0.1,0.05,8,0,0,0,0.0326,0.0,0.0,0.0,-0.4049,nan,0.3447,0.2
A,2,2,0.0,0.1,0.1,0.05,9,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.05,10,0,1,1,0.6126,1.0,1.0,1.0,0.9921,37.78,0.0742,0.2
A,2,2,0.0,0.1,0.1,0.05,11,0,1,1,0.6171,1.0,1.0,1.0,0.9928,38.1,0.0729,0.2
A,2,2,0.0,0.1,0.1,0.05,12,0,1,1,0.6162,1.0,1.0,1.0,0.9926,38.04,0.0704,0.2
A,2,2,0.0,0.1,0.1,0.05,13,0,0,0,0.3589,0.0,0.0,0.0,-0.0476,nan,0.3721,0.2
A,2,2,0.0,0.1,0.1,0.05,14,0,1,1,0.6144,1.0,1.0,1.0,0.9923,37.91,0.0675,0.2
A,2,2,0.0,0.1,0.1,0.05,15,0,0,0,0.0026,0.0,0.0,0.0,0.4489,nan,0.3525,0.2
A,2,2,0.0,0.1,0.1,0.05,16,0,0,0,0.4046,0.0,0.0,0.0,0.1557,nan,0.3511,0.2
A,2,2,0.0,0.1,0.1,0.05,17,1,0,0,1.0,1.0,0.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.05,18,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.05,19,0,1,1,0.6154,1.0,1.0,1.0,0.9925,37.98,0.0694,0.2
A,2,2,0.0,0.1,0.1,0.05,20,0,0,0,0.9597,1.0,1.0,1.0,0.6177,106.32,0.0,0.2
A,2,2,0.0,0.1,0.1,0.05,21,0,0,0,-0.1672,0.0,0.0,0.0,-0.3958,nan,0.3359,0.2
A,2,2,0.0,0.1,0.1,0.05,22,0,1,1,0.6177,1.0,1.0,1.0,0.9929,38.15,0.0724,0.2
A,2,2,0.0,0.1,0.1,0.05,23,0,1,1,0.6169,1.0,1.0,1.0,0.9927,38.09,0.0753,0.2
A,2,2,0.0,0.1,0.1,0.1,0,0,1,1,0.7064,1.0,1.0,1.0,1.0,44.95,0.1042,0.2
A,2,2,0.0,0.1,0.1,0.1,1,0,1,1,0.7051,1.0,1.0,1.0,1.0,44.84,0.1075,0.2
A,2,2,0.0,0.1,0.1,0.1,2,1,0,0,0.9045,1.0,0.0,1.0,0.7071,115.25,0.0,0.2
A,2,2,0.0,0.1,0.1,0.1,3,0,0,0,0.2102,0.0,0.0,0.0,0.1405,nan,0.417,0.2
A,2,2,0.0,0.1,0.1,0.1,4,1,0,0,0.8322,1.0,0.0,1.0,0.7071,nan,0.0,0.2
A,2,2,0.0,0.1,0.1,0.1,5,0,0,0,-0.3698,0.0,0.0,0.0,-0.0928,nan,0.376,0.2
A,2,2,0.0,0.1,0.1,0.1,6,0,1,1,0.7068,1.0,1.0,1.0,1.0,44.97,0.1033,0.2
A,2,2,0.0,0.1,0.1,0.1,7,0,1,1,0.7084,1.0,1.0,1.0,1.0,45.1,0.095,0.2
A,2,2,0.0,0.1,0.1,0.1,8,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.1,9,0,1,1,0.7039,1.0,1.0,1.0,1.0,44.74,0.1054,0.2
A,2,2,0.0,0.1,0.1,0.1,10,1,0,0,0.9987,1.0,0.0,1.0,0.6737,92.97,0.0,0.2
A,2,2,0.0,0.1,0.1,0.1,11,0,0,0,0.1125,0.0,0.0,0.0,0.0952,nan,0.3877,0.2
A,2,2,0.0,0.1,0.1,0.1,12,0,1,1,0.7063,1.0,1.0,1.0,1.0,44.93,0.1074,0.2
A,2,2,0.0,0.1,0.1,0.1,13,0,1,1,0.7564,0.0,0.0,1.0,1.0,98.91,0.094,0.2
A,2,2,0.0,0.1,0.1,0.1,14,0,0,0,0.0308,0.0,0.0,0.0,0.0924,nan,0.3994,0.2
A,2,2,0.0,0.1,0.1,0.1,15,0,1,1,0.7063,1.0,1.0,1.0,1.0,44.93,0.0981,0.2
A,2,2,0.0,0.1,0.1,0.1,16,0,1,1,0.7056,1.0,1.0,1.0,1.0,44.88,0.0942,0.2
A,2,2,0.0,0.1,0.1,0.1,17,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.1,18,0,0,0,0.2831,0.0,0.0,0.0,0.6729,22.95,0.4072,0.2
A,2,2,0.0,0.1,0.1,0.1,19,0,0,0,0.2601,0.0,0.0,0.0,0.2543,nan,0.4097,0.2
A,2,2,0.0,0.1,0.1,0.1,20,0,0,0,0.0478,0.0,0.0,0.0,-0.0695,nan,0.4072,0.2
A,2,2,0.0,0.1,0.1,0.1,21,0,1,1,0.7084,1.0,1.0,1.0,1.0,45.11,0.0974,0.2
A,2,2,0.0,0.1,0.1,0.1,22,0,0,0,0.9998,1.0,1.0,1.0,0.6924,91.18,0.0,0.2
A,2,2,0.0,0.1,0.1,0.1,23,0,1,1,0.71,1.0,1.0,1.0,1.0,85.43,0.1035,0.2
A,2,2,0.0,0.1,0.1,0.15,0,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,1,0,0,0,0.9959,1.0,1.0,1.0,0.64,95.21,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,2,0,1,1,0.7887,1.0,1.0,1.0,0.9924,52.06,0.1196,0.2
A,2,2,0.0,0.1,0.1,0.15,3,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,4,0,1,1,0.7866,1.0,1.0,1.0,0.9928,51.87,0.114,0.2
A,2,2,0.0,0.1,0.1,0.15,5,0,1,1,0.7895,1.0,1.0,1.0,0.9923,52.14,0.1269,0.2
A,2,2,0.0,0.1,0.1,0.15,6,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,7,1,0,0,0.9617,1.0,0.0,1.0,0.6971,105.91,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,8,0,0,0,0.9999,1.0,1.0,1.0,0.6981,90.72,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,9,0,1,1,0.7881,1.0,1.0,1.0,0.9925,52.01,0.1225,0.2
A,2,2,0.0,0.1,0.1,0.15,10,1,0,0,0.9835,1.0,0.0,1.0,0.7071,100.42,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,11,1,0,0,0.8677,1.0,0.0,1.0,0.7071,119.81,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,12,0,0,0,-0.0586,0.0,0.0,0.0,-0.0272,nan,0.438,0.2
A,2,2,0.0,0.1,0.1,0.15,13,0,0,0,0.0954,0.0,0.0,0.0,-0.2131,nan,0.4531,0.2
A,2,2,0.0,0.1,0.1,0.15,14,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,15,0,0,0,-0.3365,0.0,0.0,0.0,-0.1921,nan,0.4609,0.2
A,2,2,0.0,0.1,0.1,0.15,16,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,17,0,1,1,0.7877,1.0,1.0,1.0,0.9926,61.12,0.1197,0.2
A,2,2,0.0,0.1,0.1,0.15,18,1,0,0,0.9998,1.0,0.0,1.0,0.7071,91.23,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,19,0,1,1,0.7891,1.0,1.0,1.0,0.9923,52.1,0.1196,0.2
A,2,2,0.0,0.1,0.1,0.15,20,0,0,0,0.9935,1.0,1.0,1.0,0.6222,96.52,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,21,0,1,1,0.7895,1.0,1.0,1.0,0.9923,52.14,0.1235,0.2
A,2,2,0.0,0.1,0.1,0.15,22,1,0,0,0.9993,1.0,0.0,1.0,0.6973,92.14,0.0,0.2
A,2,2,0.0,0.1,0.1,0.15,23,0,0,0,-0.266,0.0,0.0,0.0,-0.1159,nan,0.4556,0.2
A,2,2,0.0,0.1,0.1,0.2,0,1,0,0,0.9246,1.0,0.0,1.0,0.7071,112.4,0.0,0.2
A,2,2,0.0,0.1,0.1,0.2,1,0,1,1,0.8518,1.0,1.0,1.0,0.9728,58.4,0.1339,0.2
A,2,2,0.0,0.1,0.1,0.2,2,0,1,1,0.8543,1.0,1.0,1.0,0.9716,58.68,0.1338,0.2
A,2,2,0.0,0.1,0.1,0.2,3,1,0,0,0.8227,1.0,0.0,1.0,0.7071,nan,0.0,0.2
A,2,2,0.0,0.1,0.1,0.2,4,0,0,0,-0.1585,0.0,0.0,0.0,0.1197,nan,0.4888,0.2
A,2,2,0.0,0.1,0.1,0.2,5,0,1,1,0.8494,1.0,1.0,1.0,0.9738,77.45,0.144,0.2
A,2,2,0.0,0.1,0.1,0.2,6,1,0,0,0.8957,1.0,0.0,1.0,0.7071,116.4,0.0,0.2
A,2,2,0.0,0.1,0.1,0.2,7,0,0,0,-0.1049,0.0,0.0,0.0,-0.0983,nan,0.4946,0.2
A,2,2,0.0,0.1,0.1,0.2,8,0,1,1,0.8503,1.0,1.0,1.0,0.9734,58.25,0.1373,0.2
A,2,2,0.0,0.1,0.1,0.2,9,0,1,1,0.853,1.0,1.0,1.0,0.9722,58.54,0.1401,0.2
A,2,2,0.0,0.1,0.1,0.2,10,0,1,1,0.8534,1.0,1.0,1.0,0.972,58.59,0.1439,0.2
A,2,2,0.0,0.1,0.1,0.2,11,1,0,0,0.8403,1.0,0.0,1.0,0.7071,nan,0.0,0.2
A,2,2,0.0,0.1,0.1,0.2,12,1,0,0,0.9415,1.0,0.0,1.0,0.7071,109.69,0.0,0.2
A,2,2,0.0,0.1,0.1,0.2,13,0,0,0,-0.1803,0.0,0.0,0.0,-0.3173,nan,0.4922,0.2
A,2,2,0.0,0.1,0.1,0.2,14,0,1,1,0.8519,1.0,1.0,1.0,0.9727,58.42,0.1482,0.2
A,2,2,0.0,0.1,0.1,0.2,15,0,1,1,0.8507,1.0,1.0,1.0,0.9732,58.29,0.1411,0.2
A,2,2,0.0,0.1,0.1,0.2,16,1,0,0,0.9447,1.0,0.0,1.0,0.7071,109.15,0.0,0.2
A,2,2,0.0,0.1,0.1,0.2,17,0,1,1,0.8498,1.0,1.0,1.0,0.9736,58.19,0.1393,0.2
A,2,2,0.0,0.1,0.1,0.2,18,0,1,1,0.8527,1.0,1.0,1.0,0.9723,58.51,0.1402,0.2
A,2,2,0.0,0.1,0.1,0.2,19,1,0,0,0.9676,1.0,0.0,1.0,0.7071,104.63,0.0,0.2
A,2,2,0.0,0.1,0.1,0.2,20,0,0,0,0.9885,1.0,1.0,1.0,0.5922,98.69,0.0,0.2
A,2,2,0.0,0.1,0.1,0.2,21,0,0,0,0.2,0.0,0.0,0.0,-0.2613,nan,0.4961,0.2
A,2,2,0.0,0.1,0.1,0.2,22,0,1,1,0.8508,1.0,1.0,1.0,0.9732,58.3,0.1434,0.2
A,2,2,0.0,0.1,0.1,0.2,23,0,0,0,-0.1147,0.0,0.0,0.0,0.3161,nan,0.5142,0.2
A,2,2,0.0,0.1,0.1,0.3,0,0,0,0,0.2104,0.0,0.0,0.0,0.2339,nan,0.5654,0.2
A,2,2,0.0,0.1,0.1,0.3,1,0,1,1,0.9237,1.0,1.0,1.0,0.9241,67.47,0.1564,0.2
A,2,2,0.0,0.1,0.1,0.3,2,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.3,3,0,1,1,0.9247,1.0,1.0,1.0,0.9231,67.62,0.1693,0.2
A,2,2,0.0,0.1,0.1,0.3,4,0,1,1,0.9241,1.0,1.0,1.0,0.9237,67.53,0.1627,0.2
A,2,2,0.0,0.1,0.1,0.3,5,0,1,1,0.9261,1.0,1.0,1.0,0.9217,67.83,0.1495,0.2
A,2,2,0.0,0.1,0.1,0.3,6,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.3,7,0,1,1,0.9247,1.0,1.0,1.0,0.923,67.63,0.1612,0.2
A,2,2,0.0,0.1,0.1,0.3,8,1,0,0,0.88,1.0,0.0,1.0,0.7071,118.35,0.0,0.2
A,2,2,0.0,0.1,0.1,0.3,9,0,1,1,0.9221,1.0,1.0,1.0,0.9256,67.24,0.1659,0.2
A,2,2,0.0,0.1,0.1,0.3,10,0,0,0,-0.4011,0.0,0.0,0.0,-0.2276,nan,0.6162,0.2
A,2,2,0.0,0.1,0.1,0.3,11,0,1,1,0.9213,1.0,1.0,1.0,0.9264,67.12,0.1659,0.2
A,2,2,0.0,0.1,0.1,0.3,12,0,1,1,0.9238,1.0,1.0,1.0,0.9239,67.49,0.165,0.2
A,2,2,0.0,0.1,0.1,0.3,13,1,0,0,0.9663,1.0,0.0,1.0,0.7071,104.92,0.0,0.2
A,2,2,0.0,0.1,0.1,0.3,14,0,0,0,-0.2625,0.0,0.0,0.0,-0.4653,nan,0.5752,0.2
A,2,2,0.0,0.1,0.1,0.3,15,0,1,1,0.9235,1.0,1.0,1.0,0.9242,67.45,0.1519,0.2
A,2,2,0.0,0.1,0.1,0.3,16,0,0,0,-0.0253,0.0,0.0,0.0,0.087,nan,0.5898,0.2
A,2,2,0.0,0.1,0.1,0.3,17,0,1,1,0.923,1.0,1.0,1.0,0.9247,67.37,0.1582,0.2
A,2,2,0.0,0.1,0.1,0.3,18,0,1,1,0.9233,1.0,1.0,1.0,0.9245,67.41,0.1694,0.2
A,2,2,0.0,0.1,0.1,0.3,19,0,0,0,-0.666,0.0,0.0,0.0,-0.3126,nan,0.5923,0.2
A,2,2,0.0,0.1,0.1,0.3,20,0,1,1,0.9239,1.0,1.0,1.0,0.9239,67.5,0.149,0.2
A,2,2,0.0,0.1,0.1,0.3,21,0,0,0,1.0,1.0,1.0,1.0,0.707,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.3,22,0,1,1,0.9243,1.0,1.0,1.0,0.9235,67.56,0.1633,0.2
A,2,2,0.0,0.1,0.1,0.3,23,0,0,0,0.126,0.0,0.0,0.0,-0.1747,nan,0.6152,0.2
A,2,2,0.0,0.1,0.1,0.4,0,0,0,0,-0.0603,0.0,0.0,0.0,0.0373,nan,0.6997,0.2
A,2,2,0.0,0.1,0.1,0.4,1,0,0,0,0.957,1.0,1.0,1.0,0.8818,73.14,0.1685,0.2
A,2,2,0.0,0.1,0.1,0.4,2,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.4,3,0,0,0,-0.1781,0.0,0.0,0.0,0.0435,nan,0.7061,0.2
A,2,2,0.0,0.1,0.1,0.4,4,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.4,5,0,0,0,0.9557,1.0,1.0,1.0,0.884,72.87,0.1688,0.2
A,2,2,0.0,0.1,0.1,0.4,6,0,0,0,0.9568,1.0,1.0,1.0,0.8821,73.1,0.1589,0.2
A,2,2,0.0,0.1,0.1,0.4,7,0,0,0,0.9554,1.0,1.0,1.0,0.6487,107.18,0.0,0.2
A,2,2,0.0,0.1,0.1,0.4,8,0,0,0,0.2159,0.0,0.0,0.0,0.2042,nan,0.6943,0.2
A,2,2,0.0,0.1,0.1,0.4,9,0,0,0,0.9567,1.0,1.0,1.0,0.8823,73.08,0.1805,0.2
A,2,2,0.0,0.1,0.1,0.4,10,1,0,0,0.8653,1.0,0.0,1.0,0.7071,nan,0.0,0.2
A,2,2,0.0,0.1,0.1,0.4,11,0,0,0,0.0803,0.0,0.0,0.0,-0.2202,nan,0.7046,0.2
A,2,2,0.0,0.1,0.1,0.4,12,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.4,13,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.4,14,0,0,0,0.957,1.0,1.0,1.0,0.8819,73.13,0.1671,0.2
A,2,2,0.0,0.1,0.1,0.4,15,0,0,0,-0.0606,0.0,0.0,0.0,0.2853,nan,0.6885,0.2
A,2,2,0.0,0.1,0.1,0.4,16,1,0,0,0.7872,1.0,0.0,1.0,0.7071,nan,0.0,0.2
A,2,2,0.0,0.1,0.1,0.4,17,0,0,0,0.9568,1.0,1.0,1.0,0.8821,73.1,0.171,0.2
A,2,2,0.0,0.1,0.1,0.4,18,0,0,0,0.9575,1.0,1.0,1.0,0.8811,73.23,0.1602,0.2
A,2,2,0.0,0.1,0.1,0.4,19,0,0,0,0.1563,0.0,0.0,0.0,-0.3715,nan,0.7026,0.2
A,2,2,0.0,0.1,0.1,0.4,20,0,0,0,-0.2246,0.0,0.0,0.0,-0.2575,nan,0.6973,0.2
A,2,2,0.0,0.1,0.1,0.4,21,0,0,0,0.956,1.0,1.0,1.0,0.8835,72.94,0.1724,0.2
A,2,2,0.0,0.1,0.1,0.4,22,0,0,0,0.2037,0.0,0.0,0.0,0.0951,nan,0.7036,0.2
A,2,2,0.0,0.1,0.1,0.4,23,0,0,0,0.9558,1.0,1.0,1.0,0.8838,72.89,0.176,0.2
A,2,2,0.0,0.1,0.1,0.6,0,0,0,0,0.9817,1.0,1.0,1.0,0.8287,79.03,0.1815,0.2
A,2,2,0.0,0.1,0.1,0.6,1,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.6,2,0,0,0,-0.1919,0.0,0.0,0.0,-0.4935,nan,0.8711,0.2
A,2,2,0.0,0.1,0.1,0.6,3,0,0,0,0.9825,1.0,1.0,1.0,0.8263,79.28,0.176,0.2
A,2,2,0.0,0.1,0.1,0.6,4,0,0,0,0.0081,0.0,0.0,0.0,0.2976,nan,0.895,0.2
A,2,2,0.0,0.1,0.1,0.6,5,0,0,0,-0.1116,0.0,0.0,0.0,0.049,nan,0.9023,0.2
A,2,2,0.0,0.1,0.1,0.6,6,0,0,0,0.982,1.0,1.0,1.0,0.8281,79.1,0.1825,0.2
A,2,2,0.0,0.1,0.1,0.6,7,0,0,0,0.9821,1.0,1.0,1.0,0.8276,79.14,0.1856,0.2
A,2,2,0.0,0.1,0.1,0.6,8,0,0,0,0.9824,1.0,1.0,1.0,0.8269,79.22,0.1739,0.2
A,2,2,0.0,0.1,0.1,0.6,9,0,0,0,0.982,1.0,1.0,1.0,0.8278,79.12,0.1827,0.2
A,2,2,0.0,0.1,0.1,0.6,10,0,0,0,0.9102,0.0,0.0,0.0,0.5186,100.99,0.8916,0.2
A,2,2,0.0,0.1,0.1,0.6,11,0,0,0,0.9817,1.0,1.0,1.0,0.8288,79.02,0.1894,0.2
A,2,2,0.0,0.1,0.1,0.6,12,0,0,0,0.9826,1.0,1.0,1.0,0.826,79.31,0.1789,0.2
A,2,2,0.0,0.1,0.1,0.6,13,0,0,0,0.1739,0.0,0.0,0.0,-0.076,nan,0.8999,0.2
A,2,2,0.0,0.1,0.1,0.6,14,0,0,0,0.9824,1.0,1.0,1.0,0.8269,79.22,0.1737,0.2
A,2,2,0.0,0.1,0.1,0.6,15,0,0,0,0.9818,1.0,1.0,1.0,0.8286,79.05,0.1807,0.2
A,2,2,0.0,0.1,0.1,0.6,16,1,0,0,0.8431,1.0,0.0,1.0,0.7071,nan,0.0,0.2
A,2,2,0.0,0.1,0.1,0.6,17,0,0,0,0.9819,1.0,1.0,1.0,0.8282,79.09,0.1768,0.2
A,2,2,0.0,0.1,0.1,0.6,18,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.6,19,0,0,0,0.9817,1.0,1.0,1.0,0.8288,79.02,0.1857,0.2
A,2,2,0.0,0.1,0.1,0.6,20,0,0,0,0.9819,1.0,1.0,1.0,0.8283,79.08,0.1801,0.2
A,2,2,0.0,0.1,0.1,0.6,21,0,0,0,0.5201,0.0,0.0,0.0,0.5584,62.6,0.8975,0.2
